1,1,370.3981,252.2193,75.5376,191.6426,1,1,1,1,
2,1,372.7981,247.6968,71.5699,193.4738,1,1,1,1,
3,1,375.5508,245.4353,66.0702,188.2915,1,1,1,1,
4,1,377.9508,241.9809,62.1026,209.3505,1,1,1,1,
5,1,379.605,242.0225,62.3345,208.4349,1,1,1,1,
6,1,381.4778,244.9081,51.6524,212.0973,1,1,1,1,
7,1,384.7676,245.6295,46.4213,214.5389,1,1,1,1,
8,1,385.9052,245.6295,45.8109,214.5389,1,1,1,1,
9,1,381.8624,242.4526,49.1742,217.2857,1,1,1,1,
10,1,375.1618,236.6538,62.2979,216.6753,1,1,1,1,
11,1,367.1988,231.4098,72.6748,216.0649,1,1,1,1,
12,1,353.5812,227.567,93.9169,221.2534,1,1,1,1,
13,1,331.9204,226.6792,118.7542,222.4742,1,1,1,1,
14,1,325.8441,226.1936,142.56,227.0522,1,1,1,1,
15,1,327.4811,228.3301,155.3785,228.8834,1,1,1,1,
16,1,332.2256,233.9904,154.7681,226.4357,1,1,1,1,
17,1,336.6788,237.1535,154.4629,223.9941,1,1,1,1,
18,1,339.7725,239.2341,153.5473,227.0522,1,1,1,1,
19,1,336.2904,239.2341,156.9045,227.0522,1,1,1,1,
20,1,335.2083,237.3335,156.2941,226.1366,1,1,1,1,
21,1,331.2407,235.9326,158.1253,220.3317,1,1,1,1,
22,1,331.4904,248.3763,152.6317,202.9412,1,1,1,1,
23,1,343.7123,256.6306,134.0143,192.2591,1,1,1,1,
24,1,358.5424,266.0225,112.9554,180.9667,1,1,1,1,
25,1,376.5771,302.6493,88.5392,147.8278,1,1,1,1,
26,1,394.4536,311.9444,65.1607,144.7697,1,1,1,1,
27,1,402.8744,320.1549,56.9202,132.9766,1,1,1,1,
28,1,405.6906,327.6046,56.0046,127.7882,1,1,1,1,
29,1,407.93,337.3711,55.6933,120.4634,1,1,1,1,
30,1,407.4386,340.8254,60.2775,117.7165,1,1,1,1,
31,1,406.4952,337.3295,62.7191,121.379,1,1,1,1,
32,1,404.775,335.8728,63.9399,122.905,1,1,1,1,
33,1,404.0814,329.6023,60.8879,126.5674,1,1,1,1,
34,1,400.7658,316.1456,60.5827,141.8275,1,1,1,1,
35,1,399.1288,320.0597,59.9723,131.0417,1,1,1,1,
36,1,395.1251,291.5766,65.0386,162.038,1,1,1,1,
37,1,386.3574,271.3636,68.701,179.4406,1,1,1,1,
38,1,379.9515,263.8029,69.2382,187.0707,1,1,1,1,
39,1,379.6741,249.4584,69.2382,203.5516,1,1,1,1,
40,1,373.9457,240.5659,76.1114,209.9609,1,1,1,1,
41,1,364.415,232.1035,84.3518,219.1169,1,1,1,1,
1,2,156.2218,283.2862,80.0973,153.8586,1,1,1,1,
2,2,152.1987,283.4388,89.2534,150.5014,1,1,1,1,
3,2,150.8392,281.8434,88.643,155.0794,1,1,1,1,
4,2,152.3791,279.9289,85.2857,166.6771,1,1,1,1,
5,2,154.4461,279.7625,76.4349,170.3395,1,1,1,1,
6,2,156.0154,279.6515,66.3266,172.7811,1,1,1,1,
7,2,156.3345,279.9289,65.411,172.7811,1,1,1,1,
8,2,155.6686,278.8746,61.7485,171.5603,1,1,1,1,
9,2,154.753,272.4792,63.5797,171.8655,1,1,1,1,
10,2,141.2658,265.7925,82.6854,178.58,1,1,1,1,
11,2,128.1976,258.6203,113.816,183.7684,1,1,1,1,
12,2,121.4832,256.581,139.453,185.9048,1,1,1,1,
13,2,118.1398,254.181,145.8623,195.9765,1,1,1,1,
14,2,121.2473,255.4711,144.6415,198.1129,1,1,1,1,
15,2,121.1325,255.4989,143.0178,197.5025,1,1,1,1,
16,2,121.2989,259.3833,145.4594,197.5025,1,1,1,1,
17,2,121.608,264.5578,148.9143,193.5349,1,1,1,1,
18,2,112.1329,263.9891,155.934,193.8401,1,1,1,1,
19,2,107.5271,262.2827,165.7004,194.7557,1,1,1,1,
20,2,103.3098,263.1428,166.9212,194.1453,1,1,1,1,
21,2,99.8138,264.4469,158.3756,183.7684,1,1,1,1,
22,2,108.5259,276.8492,143.7259,161.1834,1,1,1,1,
