3,0,549,147,278,369,-1,-1,-1,-1,
2,0,547,150,229,361,-1,-1,-1,-1,
4,0,565,125,332,397,-1,-1,-1,-1,
5,0,591,146,356,375,-1,-1,-1,-1,
7,0,623,146,256,375,-1,-1,-1,-1,
1,0,520,162,319,352,-1,-1,-1,-1,
6,0,625,152,306,360,-1,-1,-1,-1,
3,1,182,122,301,388,-1,-1,-1,-1,
2,1,146,117,336,412,-1,-1,-1,-1,
1,1,124,120,281,405,-1,-1,-1,-1,
3,2,822,143,137,379,-1,-1,-1,-1,
2,2,778,160,169,361,-1,-1,-1,-1,
4,2,896,150,63,178,-1,-1,-1,-1,
1,2,726,155,179,370,-1,-1,-1,-1,
3,3,0,344,48,190,-1,-1,-1,-1,
2,3,1,352,19,169,-1,-1,-1,-1,
4,3,0,323,89,205,-1,-1,-1,-1,
5,3,0,159,90,378,-1,-1,-1,-1,
6,3,3,239,67,285,-1,-1,-1,-1,
12,4,628,129,274,405,-1,-1,-1,-1,
4,4,204,100,288,431,-1,-1,-1,-1,
5,4,219,131,249,390,-1,-1,-1,-1,
9,4,614,145,273,373,-1,-1,-1,-1,
10,4,627,128,298,408,-1,-1,-1,-1,
8,4,583,138,251,367,-1,-1,-1,-1,
11,4,618,142,317,362,-1,-1,-1,-1,
12,5,20,97,241,439,-1,-1,-1,-1,
15,5,160,120,302,402,-1,-1,-1,-1,
20,5,411,165,184,356,-1,-1,-1,-1,
13,5,86,104,226,415,-1,-1,-1,-1,
7,5,4,166,47,360,-1,-1,-1,-1,
17,5,268,150,185,370,-1,-1,-1,-1,
9,5,0,102,142,420,-1,-1,-1,-1,
14,5,111,79,240,453,-1,-1,-1,-1,
10,5,6,109,166,412,-1,-1,-1,-1,
19,5,364,154,178,382,-1,-1,-1,-1,
8,5,0,173,112,337,-1,-1,-1,-1,
11,5,0,92,224,439,-1,-1,-1,-1,
16,5,215,133,263,384,-1,-1,-1,-1,
18,5,291,154,179,372,-1,-1,-1,-1,
22,5,490,177,180,345,-1,-1,-1,-1,
37,5,578,254,165,272,-1,-1,-1,-1,
25,5,569,213,209,317,-1,-1,-1,-1,
30,5,733,214,209,307,-1,-1,-1,-1,
39,5,313,279,185,253,-1,-1,-1,-1,
29,5,715,207,213,315,-1,-1,-1,-1,
35,5,717,251,158,280,-1,-1,-1,-1,
38,5,437,266,196,268,-1,-1,-1,-1,
21,5,457,165,198,363,-1,-1,-1,-1,
28,5,683,218,222,300,-1,-1,-1,-1,
24,5,527,205,204,320,-1,-1,-1,-1,
33,5,740,257,176,270,-1,-1,-1,-1,
34,5,734,248,163,281,-1,-1,-1,-1,
23,5,501,186,169,340,-1,-1,-1,-1,
32,5,743,251,188,276,-1,-1,-1,-1,
26,5,580,208,290,315,-1,-1,-1,-1,
31,5,733,231,214,293,-1,-1,-1,-1,
40,5,206,292,183,236,-1,-1,-1,-1,
36,5,685,256,152,274,-1,-1,-1,-1,
27,5,645,206,262,309,-1,-1,-1,-1,
12,6,230,130,224,389,-1,-1,-1,-1,
13,6,183,132,328,399,-1,-1,-1,-1,
14,6,222,142,309,375,-1,-1,-1,-1,
11,6,241,115,196,420,-1,-1,-1,-1,
4,7,894,350,63,180,-1,-1,-1,-1,
15,8,609,150,324,366,-1,-1,-1,-1,
