3,0,111,159,259,369,-1,-1,-1,-1,
2,0,125,166,253,348,-1,-1,-1,-1,
12,0,137,153,220,369,-1,-1,-1,-1,
4,0,95,156,278,370,-1,-1,-1,-1,
15,0,136,143,231,381,-1,-1,-1,-1,
13,0,138,143,222,382,-1,-1,-1,-1,
5,0,114,162,263,363,-1,-1,-1,-1,
7,0,125,142,249,393,-1,-1,-1,-1,
9,0,134,152,230,374,-1,-1,-1,-1,
14,0,131,141,237,381,-1,-1,-1,-1,
1,0,117,155,262,365,-1,-1,-1,-1,
10,0,125,153,167,369,-1,-1,-1,-1,
8,0,107,134,265,396,-1,-1,-1,-1,
11,0,121,150,207,361,-1,-1,-1,-1,
6,0,96,153,277,373,-1,-1,-1,-1,
22,0,102,130,252,400,-1,-1,-1,-1,
25,0,124,148,238,362,-1,-1,-1,-1,
30,0,125,140,234,382,-1,-1,-1,-1,
29,0,124,130,228,401,-1,-1,-1,-1,
20,0,102,132,262,391,-1,-1,-1,-1,
21,0,94,128,278,405,-1,-1,-1,-1,
17,0,127,138,223,388,-1,-1,-1,-1,
28,0,117,134,230,399,-1,-1,-1,-1,
24,0,120,149,247,362,-1,-1,-1,-1,
23,0,112,139,252,388,-1,-1,-1,-1,
19,0,121,154,253,361,-1,-1,-1,-1,
26,0,124,138,246,381,-1,-1,-1,-1,
16,0,120,150,234,378,-1,-1,-1,-1,
18,0,117,141,249,371,-1,-1,-1,-1,
27,0,125,129,229,393,-1,-1,-1,-1,
37,0,134,145,221,376,-1,-1,-1,-1,
39,0,126,133,229,391,-1,-1,-1,-1,
35,0,128,133,228,392,-1,-1,-1,-1,
38,0,128,133,227,390,-1,-1,-1,-1,
41,0,126,134,231,392,-1,-1,-1,-1,
33,0,127,138,230,379,-1,-1,-1,-1,
34,0,126,136,227,392,-1,-1,-1,-1,
32,0,130,137,222,372,-1,-1,-1,-1,
31,0,130,136,222,374,-1,-1,-1,-1,
40,0,131,131,221,378,-1,-1,-1,-1,
36,0,130,123,220,396,-1,-1,-1,-1,
3,1,514,95,298,437,-1,-1,-1,-1,
2,1,514,111,292,419,-1,-1,-1,-1,
12,1,509,111,323,421,-1,-1,-1,-1,
4,1,501,106,329,428,-1,-1,-1,-1,
15,1,533,96,283,437,-1,-1,-1,-1,
13,1,511,103,320,418,-1,-1,-1,-1,
5,1,507,123,310,400,-1,-1,-1,-1,
7,1,510,107,303,414,-1,-1,-1,-1,
9,1,517,96,297,434,-1,-1,-1,-1,
14,1,533,98,283,429,-1,-1,-1,-1,
1,1,499,106,301,417,-1,-1,-1,-1,
10,1,517,96,310,431,-1,-1,-1,-1,
8,1,526,109,291,404,-1,-1,-1,-1,
11,1,514,95,315,432,-1,-1,-1,-1,
6,1,517,115,296,410,-1,-1,-1,-1,
22,1,540,94,284,433,-1,-1,-1,-1,
25,1,538,113,277,402,-1,-1,-1,-1,
30,1,535,114,282,412,-1,-1,-1,-1,
29,1,543,116,280,406,-1,-1,-1,-1,
20,1,533,101,281,426,-1,-1,-1,-1,
21,1,545,114,269,417,-1,-1,-1,-1,
