3,0,549,147,278,369,-1,-1,-1,-1,
2,0,547,150,229,361,-1,-1,-1,-1,
4,0,565,125,332,397,-1,-1,-1,-1,
5,0,591,146,356,375,-1,-1,-1,-1,
1,0,520,162,319,352,-1,-1,-1,-1,
7,0,623,146,256,375,-1,-1,-1,-1,
6,0,625,152,306,360,-1,-1,-1,-1,
3,1,182,122,301,388,-1,-1,-1,-1,
2,1,146,117,336,412,-1,-1,-1,-1,
1,1,124,120,281,405,-1,-1,-1,-1,
3,2,822,143,137,379,-1,-1,-1,-1,
2,2,778,160,169,361,-1,-1,-1,-1,
4,2,896,150,63,178,-1,-1,-1,-1,
1,2,726,155,179,370,-1,-1,-1,-1,
3,3,0,344,48,190,-1,-1,-1,-1,
2,3,1,352,19,169,-1,-1,-1,-1,
4,3,0,323,89,205,-1,-1,-1,-1,
5,3,0,159,90,378,-1,-1,-1,-1,
6,3,3,239,67,285,-1,-1,-1,-1,
4,4,204,100,288,431,-1,-1,-1,-1,
5,4,219,131,249,390,-1,-1,-1,-1,
9,4,614,145,273,373,-1,-1,-1,-1,
10,4,627,128,298,408,-1,-1,-1,-1,
8,4,583,138,251,367,-1,-1,-1,-1,
12,4,628,129,274,405,-1,-1,-1,-1,
11,4,618,142,317,362,-1,-1,-1,-1,
4,5,894,350,63,180,-1,-1,-1,-1,
5,6,924,430,33,107,-1,-1,-1,-1,
7,7,229,125,279,389,-1,-1,-1,-1,
9,7,225,113,322,397,-1,-1,-1,-1,
10,7,232,119,267,401,-1,-1,-1,-1,
8,7,220,127,342,398,-1,-1,-1,-1,
6,7,211,119,252,411,-1,-1,-1,-1,
7,8,4,166,47,360,-1,-1,-1,-1,
9,8,0,102,142,420,-1,-1,-1,-1,
10,8,6,109,166,412,-1,-1,-1,-1,
8,8,0,173,112,337,-1,-1,-1,-1,
12,8,20,97,241,439,-1,-1,-1,-1,
15,8,160,120,302,402,-1,-1,-1,-1,
13,8,86,104,226,415,-1,-1,-1,-1,
14,8,111,79,240,453,-1,-1,-1,-1,
11,8,0,92,224,439,-1,-1,-1,-1,
20,8,411,165,184,356,-1,-1,-1,-1,
17,8,268,150,185,370,-1,-1,-1,-1,
19,8,364,154,178,382,-1,-1,-1,-1,
16,8,215,133,263,384,-1,-1,-1,-1,
18,8,291,154,179,372,-1,-1,-1,-1,
22,8,490,177,180,345,-1,-1,-1,-1,
25,8,569,213,209,317,-1,-1,-1,-1,
21,8,457,165,198,363,-1,-1,-1,-1,
24,8,527,205,204,320,-1,-1,-1,-1,
23,8,501,186,169,340,-1,-1,-1,-1,
30,8,733,214,209,307,-1,-1,-1,-1,
29,8,715,207,213,315,-1,-1,-1,-1,
28,8,683,218,222,300,-1,-1,-1,-1,
26,8,580,208,290,315,-1,-1,-1,-1,
27,8,645,206,262,309,-1,-1,-1,-1,
35,8,717,251,158,280,-1,-1,-1,-1,
33,8,740,257,176,270,-1,-1,-1,-1,
34,8,734,248,163,281,-1,-1,-1,-1,
32,8,743,251,188,276,-1,-1,-1,-1,
31,8,733,231,214,293,-1,-1,-1,-1,
37,8,578,254,165,272,-1,-1,-1,-1,
39,8,313,279,185,253,-1,-1,-1,-1,
38,8,437,266,196,268,-1,-1,-1,-1,
40,8,206,292,183,236,-1,-1,-1,-1,
