3,0,677,185,144,331,-1,-1,-1,-1,
2,0,670,177,151,337,-1,-1,-1,-1,
4,0,676,172,147,331,-1,-1,-1,-1,
5,0,673,168,142,336,-1,-1,-1,-1,
7,0,680,156,142,344,-1,-1,-1,-1,
9,0,680,150,143,346,-1,-1,-1,-1,
1,0,674,178,144,333,-1,-1,-1,-1,
10,0,681,153,142,339,-1,-1,-1,-1,
8,0,684,153,140,346,-1,-1,-1,-1,
6,0,671,168,150,324,-1,-1,-1,-1,
12,0,674,167,137,331,-1,-1,-1,-1,
15,0,673,202,145,306,-1,-1,-1,-1,
20,0,673,197,152,322,-1,-1,-1,-1,
13,0,673,182,141,321,-1,-1,-1,-1,
17,0,671,218,146,310,-1,-1,-1,-1,
14,0,674,191,141,314,-1,-1,-1,-1,
19,0,674,211,151,309,-1,-1,-1,-1,
11,0,673,156,140,349,-1,-1,-1,-1,
16,0,673,215,144,304,-1,-1,-1,-1,
18,0,672,224,138,307,-1,-1,-1,-1,
22,0,667,168,167,333,-1,-1,-1,-1,
25,0,670,153,163,333,-1,-1,-1,-1,
30,0,672,154,144,339,-1,-1,-1,-1,
29,0,672,154,151,330,-1,-1,-1,-1,
21,0,673,189,147,326,-1,-1,-1,-1,
28,0,673,151,154,336,-1,-1,-1,-1,
24,0,670,156,161,327,-1,-1,-1,-1,
23,0,673,158,154,329,-1,-1,-1,-1,
26,0,668,152,166,328,-1,-1,-1,-1,
27,0,668,164,170,315,-1,-1,-1,-1,
37,0,677,140,130,336,-1,-1,-1,-1,
39,0,679,142,144,329,-1,-1,-1,-1,
35,0,672,151,131,334,-1,-1,-1,-1,
38,0,682,141,132,339,-1,-1,-1,-1,
33,0,676,158,137,329,-1,-1,-1,-1,
34,0,675,156,133,333,-1,-1,-1,-1,
32,0,675,156,140,338,-1,-1,-1,-1,
31,0,673,155,142,336,-1,-1,-1,-1,
40,0,671,135,148,335,-1,-1,-1,-1,
36,0,674,149,126,331,-1,-1,-1,-1,
50,0,643,151,210,329,-1,-1,-1,-1,
47,0,643,176,216,317,-1,-1,-1,-1,
45,0,646,180,192,312,-1,-1,-1,-1,
49,0,642,161,212,316,-1,-1,-1,-1,
41,0,661,144,157,317,-1,-1,-1,-1,
42,0,651,149,175,324,-1,-1,-1,-1,
48,0,641,162,221,320,-1,-1,-1,-1,
43,0,637,153,197,319,-1,-1,-1,-1,
44,0,641,165,191,309,-1,-1,-1,-1,
46,0,627,177,225,321,-1,-1,-1,-1,
55,0,666,130,177,337,-1,-1,-1,-1,
51,0,645,137,214,333,-1,-1,-1,-1,
54,0,660,129,183,339,-1,-1,-1,-1,
52,0,645,145,200,323,-1,-1,-1,-1,
53,0,660,132,185,338,-1,-1,-1,-1,
60,0,677,141,189,329,-1,-1,-1,-1,
58,0,672,136,178,338,-1,-1,-1,-1,
59,0,684,145,173,324,-1,-1,-1,-1,
57,0,676,135,173,337,-1,-1,-1,-1,
56,0,667,144,178,333,-1,-1,-1,-1,
66,0,673,134,178,328,-1,-1,-1,-1,
67,0,675,145,167,321,-1,-1,-1,-1,
68,0,667,152,165,328,-1,-1,-1,-1,
61,0,678,142,181,329,-1,-1,-1,-1,
63,0,681,131,185,337,-1,-1,-1,-1,
64,0,680,130,177,339,-1,-1,-1,-1,
70,0,666,171,162,305,-1,-1,-1,-1,
69,0,672,150,149,337,-1,-1,-1,-1,
65,0,677,130,169,337,-1,-1,-1,-1,
62,0,678,136,189,334,-1,-1,-1,-1,
73,0,670,193,171,301,-1,-1,-1,-1,
79,0,671,143,209,312,-1,-1,-1,-1,
74,0,656,187,197,333,-1,-1,-1,-1,
76,0,671,169,189,325,-1,-1,-1,-1,
75,0,671,176,178,316,-1,-1,-1,-1,
77,0,678,156,193,325,-1,-1,-1,-1,
80,0,671,134,218,335,-1,-1,-1,-1,
72,0,666,204,166,294,-1,-1,-1,-1,
71,0,668,198,165,294,-1,-1,-1,-1,
78,0,685,148,190,321,-1,-1,-1,-1,
87,0,700,134,179,322,-1,-1,-1,-1,
83,0,687,140,201,324,-1,-1,-1,-1,
88,0,701,129,178,321,-1,-1,-1,-1,
90,0,702,118,174,334,-1,-1,-1,-1,
85,0,692,130,203,326,-1,-1,-1,-1,
84,0,692,134,188,324,-1,-1,-1,-1,
82,0,687,128,189,333,-1,-1,-1,-1,
89,0,700,119,179,335,-1,-1,-1,-1,
81,0,689,140,194,327,-1,-1,-1,-1,
86,0,698,145,179,302,-1,-1,-1,-1,
98,0,677,182,206,301,-1,-1,-1,-1,
99,0,675,166,202,320,-1,-1,-1,-1,
97,0,682,179,207,302,-1,-1,-1,-1,
94,0,701,142,165,313,-1,-1,-1,-1,
93,0,687,140,196,322,-1,-1,-1,-1,
92,0,393,128,155,218,-1,-1,-1,-1,
95,0,335,241,181,158,-1,-1,-1,-1,
100,0,349,347,137,128,-1,-1,-1,-1,
96,0,332,265,186,143,-1,-1,-1,-1,
91,0,412,110,134,236,-1,-1,-1,-1,
3,1,501,0,142,211,-1,-1,-1,-1,
2,1,508,0,139,199,-1,-1,-1,-1,
4,1,508,1,138,196,-1,-1,-1,-1,
5,1,516,2,124,183,-1,-1,-1,-1,
7,1,505,0,126,185,-1,-1,-1,-1,
9,1,499,5,127,186,-1,-1,-1,-1,
1,1,501,0,151,204,-1,-1,-1,-1,
10,1,504,5,116,203,-1,-1,-1,-1,
8,1,514,5,110,174,-1,-1,-1,-1,
6,1,513,2,120,181,-1,-1,-1,-1,
12,1,499,45,132,206,-1,-1,-1,-1,
11,1,494,33,123,194,-1,-1,-1,-1,
3,2,175,215,39,78,-1,-1,-1,-1,
2,2,169,223,45,67,-1,-1,-1,-1,
4,2,177,220,38,73,-1,-1,-1,-1,
5,2,175,213,42,75,-1,-1,-1,-1,
7,2,177,214,41,71,-1,-1,-1,-1,
9,2,176,203,42,79,-1,-1,-1,-1,
1,2,173,220,38,72,-1,-1,-1,-1,
10,2,175,203,43,79,-1,-1,-1,-1,
8,2,174,207,43,77,-1,-1,-1,-1,
6,2,175,212,45,76,-1,-1,-1,-1,
12,2,176,210,40,68,-1,-1,-1,-1,
15,2,172,204,49,73,-1,-1,-1,-1,
20,2,175,197,42,80,-1,-1,-1,-1,
13,2,175,204,43,76,-1,-1,-1,-1,
17,2,174,208,44,67,-1,-1,-1,-1,
14,2,172,204,45,77,-1,-1,-1,-1,
19,2,173,203,45,71,-1,-1,-1,-1,
11,2,177,208,42,73,-1,-1,-1,-1,
16,2,170,205,49,70,-1,-1,-1,-1,
18,2,174,203,43,78,-1,-1,-1,-1,
22,2,172,206,48,68,-1,-1,-1,-1,
25,2,175,200,43,77,-1,-1,-1,-1,
30,2,177,192,43,80,-1,-1,-1,-1,
29,2,176,195,43,75,-1,-1,-1,-1,
21,2,169,208,47,67,-1,-1,-1,-1,
28,2,175,195,44,75,-1,-1,-1,-1,
24,2,174,199,44,79,-1,-1,-1,-1,
23,2,173,199,42,79,-1,-1,-1,-1,
26,2,175,199,43,77,-1,-1,-1,-1,
27,2,176,194,44,82,-1,-1,-1,-1,
37,2,190,182,38,79,-1,-1,-1,-1,
39,2,189,180,44,79,-1,-1,-1,-1,
35,2,184,190,43,72,-1,-1,-1,-1,
38,2,189,183,42,79,-1,-1,-1,-1,
33,2,184,193,42,74,-1,-1,-1,-1,
34,2,186,193,41,67,-1,-1,-1,-1,
32,2,182,196,40,74,-1,-1,-1,-1,
31,2,183,194,37,76,-1,-1,-1,-1,
40,2,191,181,43,76,-1,-1,-1,-1,
36,2,189,183,37,77,-1,-1,-1,-1,
50,2,199,178,39,79,-1,-1,-1,-1,
47,2,200,184,33,72,-1,-1,-1,-1,
